 07/07/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Batteries,22,70,63,16,-18,51,29,-22,-63,-63,-48,-38,-62,-108,-98,-100,-110,-101,-113,-120,-118,-124,-121,-123,-126,4,23,36,40,22,18,26,22,23,21,-20,-94,-355,-411,-407,-394,-398,-396,-392,-391,-391,-390,-394,-394,-252,-214,-211,-203,-205,-207,-206,-203,-204,-210,-208,-200,-49,-22,1,2,4,-9,3,2,13,18,12,9,81,113,109,96,84,79,63,85,26,0,-4,-34,-208,-249,-231,-180,-188,-230,-313,-383,-337,-342,-345,-350,-650,-682,-700,-597,-625,-701,-647,-734,-745,-773,-767,-761,-779,-788,-777,-713,-725,-761,-759,-723,-706,-779,-753,-747,-735,-690,-672,-648,-661,-644,-629,-636,-626,-592,-620,-679,-616,-599,-509,-467,-483,-479,-437,-404,-370,-326,-290,-326,-522,-508,-488,-471,-458,-401,-306,-216,-164,-147,-112,-130,-145,-165,-184,-207,-103,-45,-23,-59,-44,-51,-42,-30,-113,-124,-119,-61,-28,-10,-52,-65,-18,-13,-32,-60,-174,-127,-88,-40,-22,-23,-46,-24,-21,-16,-18,-16,-33,-19,-23,-12,-7,-4,-3,33,31,14,20,20,4,58,83,97,434,452,125,189,179,247,238,227,139,159,239,243,303,368,306,427,503,559,592,576,564,657,687,655,651,713,766,744,738,731,723,691,842,861,859,839,849,866,864,851,815,770,717,717,836,836,816,905,757,688,726,601,552,492,433,337,534,553,434,437,333,261,240,227,149,113,138,99,255,332,331,245,245,260,171,140,160,138,101
